school,state,county,city,lat,lon
SAN BENITO,tx,cameron,SAN BENITO,26.141946,-97.651938
SAN BENITO RIVERSIDE MIDDLE,tx,cameron,SAN BENITO,26.047016,-97.669152
SAN BENITO VETERANS MEMORIAL ACA,tx,cameron,SAN BENITO,26.16651,-97.634435
SAN CARLOS EL,tx,hidalgo,EDINBURG,26.292766,-98.074392
SAN DIEGO,tx,duval,SAN DIEGO,27.754715,-98.246526
SAN ELIZARIO,tx,el paso,SAN ELIZARIO,31.565261,-106.240394
SAN ELIZARIO JJAEP,tx,el paso,SAN ELIZARIO,31.577748,-106.260052
SAN FELIPE MEMORIAL MIDDLE,tx,val verde,DEL RIO,29.357961,-100.882338
SAN ISIDRO,tx,starr,SAN ISIDRO,26.71702,-98.453559
SAN ISIDRO EL,tx,starr,SAN ISIDRO,26.71702,-98.453559
SAN JACINTO EL,tx,potter,AMARILLO,35.213429,-101.874558
SAN JACINTO EL,tx,montgomery,CONROE,30.196382,-95.344622
SAN JACINTO EL,tx,dallas,DALLAS,32.757692,-96.685874
SAN JACINTO EL,tx,harris,DEER PARK,29.70217,-95.108701
SAN JACINTO EL,tx,ector,ODESSA,31.856661,-102.390519
SAN JACINTO EL,tx,harris,BAYTOWN,29.725233,-95.00215
SAN JACINTO EL,tx,liberty,LIBERTY,30.0632,-94.8005
SAN JACINTO EL,tx,tom green,SAN ANGELO,31.470005,-100.423718
SAN JACINTO INT,tx,harris,PASADENA,29.6847,-95.158471
SAN JACINTO J H,tx,midland,MIDLAND,32.007855,-102.101542
SAN LEON EL,tx,galveston,DICKINSON,29.495097,-94.955424
SAN LUIS ELEMENTARY,tx,maverick,EAGLE PASS,28.703402,-100.486912
SAN MARCOS,tx,hays,SAN MARCOS,29.82269,-97.947791
SAN PEDRO EL,tx,nueces,ROBSTOWN,27.794603,-97.682045
SAN PERLITA,tx,willacy,SAN PERLITA,26.496,-97.64016
SAN PERLITA EL,tx,willacy,SAN PERLITA,26.496026,-97.640181
SAN PERLITA INSTR CTR,tx,willacy,SAN PERLITA,26.496026,-97.640181
SAN PERLITA MIDDLE,tx,willacy,SAN PERLITA,26.496026,-97.640181
SAN SABA,tx,san saba,SAN SABA,31.195793,-98.72771
SAN SABA EL,tx,san saba,SAN SABA,31.195793,-98.72771
SAN SABA MIDDLE,tx,san saba,SAN SABA,31.195793,-98.72771
SAN VICENTE EL,tx,brewster,BIG BEND NATL PARK,29.322232,-103.209863
SANBORN EL,tx,potter,AMARILLO,35.204478,-101.820589
SANCHEZ EL,tx,travis,AUSTIN,30.258153,-97.735104
SANCHEZ EL,tx,harris,HOUSTON,29.702253,-95.284676
SANDERS EL,tx,nueces,CORPUS CHRISTI,27.7021,-97.40722
SANDERSON SCHOOLS,tx,terrell,SANDERSON,30.141526,-102.394811
SANDRA MOSSMAN EL,tx,galveston,LEAGUE CITY,29.50942,-95.024151
SANDS CISD,tx,dawson,ACKERLY,32.527982,-101.71137
SANFORD-FRITCH,tx,hutchinson,FRITCH,35.645372,-101.580425
SANFORD-FRITCH EL,tx,hutchinson,FRITCH,35.639267,-101.60733
SANFORD-FRITCH J H,tx,hutchinson,FRITCH,35.645134,-101.581733
SANGER,tx,denton,SANGER,33.369494,-97.160243
SANGER MIDDLE,tx,denton,SANGER,33.361599,-97.184596
SANGER SIXTH GRADE CAMPUS,tx,denton,SANGER,33.363781,-97.175267
SANTA ANNA EL,tx,coleman,SANTA ANNA,31.735961,-99.323107
SANTA ANNA SECONDARY,tx,coleman,SANTA ANNA,31.736957,-99.323527
SANTA FE,tx,galveston,SANTA FE,29.393257,-95.143149
SANTA FE EL,tx,johnson,CLEBURNE,32.36318,-97.362561
SANTA FE J H,tx,galveston,SANTA FE,29.38177,-95.10669
SANTA GERTRUDIS ACADEMY,tx,kleberg,KINGSVILLE,27.522454,-97.881569
SANTA GERTRUDIS SCHOOL,tx,kleberg,KINGSVILLE,27.523537,-97.893224
SANTA MARIA,tx,cameron,SANTA MARIA,26.076334,-97.844264
SANTA MARIA DAEP,tx,hidalgo,WESLACO,26.170135,-97.982525999999993
SANTA MARIA EL,tx,webb,LAREDO,27.534914,-99.509506
SANTA MARIA JJAEP,tx,cameron,SANTA MARIA,26.078354,-97.845125
SANTA MARIA MIDDLE,tx,cameron,SANTA MARIA,26.076774,-97.846086
SANTA RITA EL,tx,midland,MIDLAND,32.046346,-102.123829
SANTA RITA EL,tx,tom green,SAN ANGELO,31.450459,-100.453625
SANTA ROSA,tx,cameron,SANTA ROSA,26.253452,-97.823834
SANTA ROSA DAEP,tx,cameron,SANTA ROSA,26.253573,-97.824409
SANTA ROSA JJAEP,tx,cameron,SAN BENITO,26.162587,-97.660062
SANTIAGO GARCIA EL,tx,hidalgo,EDCOUCH,26.292966,-97.959615
SANTO,tx,palo pinto,SANTO,32.605209,-98.210488
SANTO EL,tx,palo pinto,SANTO,32.605935,-98.208773
SANTO FORTE J H,tx,tarrant,AZLE,32.930247,-97.539306
SANTO NINO EL,tx,webb,LAREDO,27.485949,-99.467874
SANTOS LIVAS EL,tx,hidalgo,ALAMO,26.195294,-98.12272
SARAH S KING EL,tx,bexar,SAN ANTONIO,29.407964,-98.537659
SARAH ZUMWALT MIDDLE,tx,dallas,DALLAS,32.69045,-96.781707
SARITA EL,tx,kenedy,SARITA,27.222222,-97.790065
SARTARTIA MIDDLE,tx,fort bend,SUGAR LAND,29.58624,-95.67359
SAU CAMPUS,tx,dallas,DALLAS,32.753,-96.808611
SAVANNAH EL,tx,denton,AUBREY,33.225002,-96.91217
SAVANNAH HEIGHTS INT,tx,bexar,VON ORMY,29.202221,-98.60464
SAVANNAH LAKES EL,tx,brazoria,ALVIN,29.41914,-95.241231
SAVOY,tx,fannin,SAVOY,33.601052,-96.369234
SAVOY EL,tx,fannin,SAVOY,33.601128,-96.368564
SCANLAN OAKS EL,tx,fort bend,MISSOURI CITY,29.492258,-95.533633
SCARBOROUGH,tx,harris,HOUSTON,29.829261,-95.470797
SCARBOROUGH EL,tx,harris,HOUSTON,29.871829,-95.336187
SCARBOROUGH EL,tx,bexar,SAN ANTONIO,29.520537,-98.734535
SCHALLERT EL,tx,jim wells,ALICE,27.762397,-98.065657
SCHANEN ESTATES EL,tx,nueces,CORPUS CHRISTI,27.706671,-97.395464
SCHARBAUER EL,tx,midland,MIDLAND,32.001447,-102.163519
SCHELL EL,tx,collin,RICHARDSON,33.001502,-96.623892
SCHENCK EL,tx,bexar,SAN ANTONIO,29.36164,-98.436645
SCHERTZ EL,tx,guadalupe,SCHERTZ,29.556764,-98.268994
SCHIMELPFENIG MIDDLE,tx,collin,PLANO,33.065038,-96.74469
SCHINDEWOLF INT,tx,harris,SPRING,30.065556,-95.477808
SCHOCHLER EL,tx,harris,CHANNELVIEW,29.790263,-95.142999
SCHOOL AGED PARENTING PROGRAM,tx,bexar,SAN ANTONIO,29.49372,-98.618471
SCHOOL AT ST GEORGE PLACE,tx,harris,HOUSTON,29.735796,-95.47268
SCHOOL COMMUNITY GUIDANCE CENTER,tx,dallas,DALLAS,32.6924,-96.826131
SCHOOL FOR ACCELERATED LRN,tx,harris,HOUSTON,29.68442,-95.416381
SCHOOL FOR ACCELERATED LRN,tx,harris,HOUSTON,29.759092,-95.359193
SCHOOL FOR THE HIGHLY GIFTED,tx,dallas,GRAND PRAIRIE,32.700448,-97.023324
SCHOOL FOR THE TALENTED AND GIFT,tx,dallas,DALLAS,32.752013,-96.80669
SCHOOL OF BUSINESS AND MANAGEMEN,tx,dallas,DALLAS,32.75203,-96.807065
SCHOOL OF HEALTH PROFESSIONS,tx,dallas,DALLAS,32.752272,-96.806612
SCHOOL OF SCIENCE AND ENGINEERIN,tx,dallas,DALLAS,32.751956,-96.806934
SCHOOL OF SCIENCE AND TECHNOLOGY,tx,bexar,SAN ANTONIO,29.515274,-98.443693
SCHOOL OF SCIENCE AND TECHNOLOGY,tx,bexar,SAN ANTONIO,29.5518,-98.366251
SCHOOL OF SCIENCE AND TECHNOLOGY,tx,bexar,SAN ANTONIO,29.48244,-98.597441
SCHOOL OF SCIENCE AND TECHNOLOGY,tx,nueces,CORPUS CHRISTI,27.69253,-97.400111
SCHULENBURG EL,tx,fayette,SCHULENBURG,29.68681,-96.903718
SCHULENBURG SECONDARY,tx,fayette,SCHULENBURG,29.685073,-96.900182
SCHULTZ EL,tx,harris,TOMBALL,30.099245,-95.543475
SCHULTZ J H,tx,harris,WALLER,30.051458,-95.908592
SCHULZE EL,tx,dallas,IRVING,32.800121,-96.924145
SCHUSTER EL,tx,el paso,EL PASO,31.886363,-106.411466
SCI-TECH PREPARATORY,tx,travis,AUSTIN,30.191454,-97.767058
SCIENCE CTR,tx,harris,HOUSTON,29.795251,-95.507949
SCIENCE HALL EL,tx,hays,KYLE,30.014985,-97.83833
SCOBEE EL,tx,bexar,SAN ANTONIO,29.554457,-98.642308
SCOGGINS MIDDLE,tx,collin,MCKINNEY,33.152173,-96.705035
SCOTLAND PARK EL,tx,wichita,WICHITA FALLS,33.91888,-98.508771
SCOTSDALE EL,tx,el paso,EL PASO,31.782289,-106.357018
SCOTT & WHITE HOSPITAL,tx,bell,TEMPLE,31.077669,-97.363854
SCOTT COLLEGIATE ACADEMY,tx,galveston,GALVESTON,29.289438,-94.811402
SCOTT EL,tx,collin,MCKINNEY,33.193018,-96.760513
SCOTT EL,tx,bell,TEMPLE,31.087281,-97.371611
SCOTT JOHNSON EL,tx,walker,HUNTSVILLE,30.721331,-95.530035
SCOTT MORGAN JOHNSON MIDDLE,tx,collin,MCKINNEY,33.234173,-96.638179
SCROGGINS EL,tx,harris,HOUSTON,29.783333,-95.295535
SCUDDER PRI,tx,hays,WIMBERLEY,30.002509,-98.11063
SCURRY-ROSSER,tx,kaufman,SCURRY,32.513825,-96.382556
SCURRY-ROSSER ALTER,tx,kaufman,SCURRY,32.49137,-96.404531
SCURRY-ROSSER EL,tx,kaufman,SCURRY,32.511097,-96.374571
SCURRY-ROSSER MIDDLE,tx,kaufman,SCURRY,32.4932,-96.405006
SEABOURN EL,tx,dallas,MESQUITE,32.759327,-96.63449
SEABROOK INT,tx,harris,SEABROOK,29.572012,-95.017892
SEADRIFT SCHOOL,tx,calhoun,SEADRIFT,28.416825,-96.727883
SEAGOVILLE,tx,dallas,DALLAS,32.677602,-96.58369
SEAGOVILLE EL,tx,dallas,SEAGOVILLE,32.641494,-96.53973
SEAGOVILLE MIDDLE,tx,dallas,DALLAS,32.681504,-96.583717
SEAGOVILLE NORTH EL,tx,dallas,DALLAS,32.65914,-96.558431
SEAGRAVES SCHOOLS,tx,gaines,SEAGRAVES,32.950847,-102.57222
SEALE J H,tx,nueces,ROBSTOWN,27.796192,-97.663386
SEALY,tx,austin,SEALY,29.762086,-96.17435
SEALY J H,tx,austin,SEALY,29.772635,-96.160829
SEASHORE LEARNING CENTER,tx,nueces,CORPUS CHRISTI,27.588872,-97.223631
SEASHORE MIDDLE ACAD,tx,nueces,CORPUS CHRISTI,27.61895,-97.22249
SECO MINES ELEMENTARY,tx,maverick,EAGLE PASS,28.747936,-100.49303
SECONDARY ALTER CTR,tx,cameron,HARLINGEN,26.17378,-97.678472
SECONDARY REASSIGN CTR,tx,dallas,IRVING,32.828474,-96.990018
SEELE EL,tx,comal,NEW BRAUNFELS,29.708768,-98.139273
SEGUIN,tx,tarrant,ARLINGTON,32.631883,-97.100315
SEGUIN,tx,guadalupe,SEGUIN,29.575921,-97.947206
SEGUIN EL,tx,harris,HOUSTON,29.678411,-95.305857
SEGUIN EL,tx,hidalgo,MCALLEN,26.227107,-98.248825
SEGUIN EL,tx,parker,WEATHERFORD,32.778748,-97.789185
SEIDEL LEARNING CENTER,tx,bexar,SAN ANTONIO,29.359543,-98.448765
SELLERS MIDDLE,tx,dallas,GARLAND,32.921219,-96.622552
SELMAN EL,tx,austin,SEALY,29.766436,-96.171516
SELMAN INT,tx,austin,SEALY,29.772635,-96.160829
SEM EL,tx,collin,FRISCO,33.182739,-96.777448
SEMINARY HILLS PARK EL,tx,tarrant,FORT WORTH,32.672018,-97.348212
SEMINOLE,tx,gaines,SEMINOLE,32.722953,-102.670232
SEMINOLE EL,tx,gaines,SEMINOLE,32.717462,-102.650201
SEMINOLE J H,tx,gaines,SEMINOLE,32.71747,-102.652271
SEMINOLE PRI,tx,gaines,SEMINOLE,32.715997,-102.650277
SEMINOLE SUCCESS CTR,tx,gaines,SEMINOLE,32.71734,-102.648099
SENDERA RANCH EL,tx,tarrant,HASLET,32.98267,-97.385831
SER-NINOS CHARTER EL,tx,harris,HOUSTON,29.71828,-95.47854
SER-NINOS CHARTER EL II,tx,harris,HOUSTON,29.70674,-95.485751
SER-NINOS CHARTER MIDDLE,tx,harris,HOUSTON,29.716545,-95.478798
SERENE HILLS EL,tx,travis,AUSTIN,30.34758,-98.000641
SERENITY HIGH,tx,collin,MCKINNEY,33.21062,-96.635151
SERENITY HIGH,tx,collin,MCKINNEY,33.210615,-96.635047
SERNA EL,tx,bexar,SAN ANTONIO,29.517758,-98.414469
SETTLEMENT HOME,tx,travis,AUSTIN,30.365126,-97.713402
SETTLERS WAY EL,tx,fort bend,SUGAR LAND,29.577609,-95.595235
SEVEN HILLS EL,tx,wise,RHOME,33.019536,-97.487085
SEVEN LAKES,tx,fort bend,KATY,29.707876,-95.80752
SEVEN LAKES J H,tx,fort bend,KATY,29.703811,-95.796913
SEYMOUR,tx,baylor,SEYMOUR,33.592187,-99.245872
SEYMOUR EL,tx,baylor,SEYMOUR,33.59381,-99.258448
SEYMOUR MIDDLE,tx,baylor,SEYMOUR,33.592928,-99.265974
SGT LEONEL TREVINO EL,tx,hidalgo,SAN JUAN,26.220041,-98.13528
SGT MANUEL CHACON MIDDLE,tx,hidalgo,MERCEDES,26.143168,-97.912471
SGT ROBERTO ITUARTE,tx,el paso,EL PASO,31.791925,-106.241929
SGT WILLIAM G HARRELL MIDDLE,tx,hidalgo,MERCEDES,26.143598,-97.912081
SHACKELFORD EL,tx,ellis,WAXAHACHIE,32.460091,-96.818226
SHACKELFORD J H,tx,tarrant,ARLINGTON,32.766697,-97.132786
SHADOW CREEK,tx,brazoria,PEARLAND,29.555492,-95.400467
SHADOW FOREST EL,tx,harris,KINGWOOD,30.069084,-95.164067
SHADOW OAKS EL,tx,harris,HOUSTON,29.792149,-95.55475
SHADOW RIDGE MIDDLE,tx,denton,FLOWER MOUND,33.001746,-97.060681
SHADOWBRIAR EL,tx,harris,HOUSTON,29.737581,-95.598622
SHADOWGLEN EL,tx,travis,MANOR,30.364307,-97.540589
SHADY BROOK EL,tx,tarrant,BEDFORD,32.85068,-97.153977
SHADY GROVE EL,tx,tarrant,KELLER,32.908873,-97.217832
SHADY OAKS EL,tx,tarrant,HURST,32.837367,-97.17305
SHADY SHORES EL,tx,denton,SHADY SHORES,33.145419,-97.036631
SHADYCREST EL,tx,brazoria,PEARLAND,29.548521,-95.255698
SHADYDALE EL,tx,harris,HOUSTON,29.84863,-95.311761
SHALLOWATER,tx,lubbock,SHALLOWATER,33.694644,-101.991052
SHALLOWATER EARLY COLLEGE H S/ W,tx,lubbock,SHALLOWATER,33.691775,-101.993169
SHALLOWATER EL,tx,lubbock,SHALLOWATER,33.692719,-101.993414
SHALLOWATER INT,tx,lubbock,SHALLOWATER,33.692996,-101.991376
SHALLOWATER MIDDLE,tx,lubbock,SHALLOWATER,33.692719,-101.99027
SHAMROCK,tx,wheeler,SHAMROCK,35.214347,-100.239457
SHAMROCK EL,tx,wheeler,SHAMROCK,35.214347,-100.239457
SHAMROCK MIDDLE,tx,wheeler,SHAMROCK,35.214347,-100.239457
SHANDS EL,tx,dallas,MESQUITE,32.835094,-96.640345
SHANNON,tx,tarrant,HALTOM CITY,32.806831,-97.254367
SHARON A RICHARDSON EL,tx,upshur,GILMER,32.812,-94.980228
SHARON CHRISTA MCAULIFFE MIDDLE,tx,bexar,SAN ANTONIO,29.332832,-98.619738
SHARON SHANNON EL,tx,rockwall,ROCKWALL,32.897108,-96.41266
SHARP EL,tx,cameron,BROWNSVILLE,25.91872,-97.500104
SHARPSTOWN,tx,harris,HOUSTON,29.684351,-95.515521
SHARPSTOWN INTERNATIONAL SCHOOL,tx,harris,HOUSTON,29.698726,-95.531759
SHARYLAND,tx,hidalgo,MISSION,26.21239,-98.284048
SHARYLAND ADVANCED ACADEMIC ACAD,tx,hidalgo,MISSION,26.21089,-98.283771
SHARYLAND NORTH J H,tx,hidalgo,MCALLEN,26.25481,-98.226581
SHARYLAND PIONEER,tx,hidalgo,MISSION,26.300144,-98.266298
SHAW EL,tx,dallas,MESQUITE,32.773682,-96.580232
SHAW SES,tx,nueces,CORPUS CHRISTI,27.768537,-97.429924
SHAWNEE TRAIL EL,tx,collin,FRISCO,33.13278,-96.788584
SHEARN EL,tx,harris,HOUSTON,29.677978,-95.440863
SHEFFIELD EL,tx,denton,DALLAS,33.001567,-96.863576
SHEKINAH RADIANCE ACADEMY (DALLA,tx,rockwall,ROYSE CITY,32.97369,-96.34154
SHEKINAH RADIANCE ACADEMY (GARLA,tx,dallas,DALLAS,32.84558,-96.689801
SHEKINAH WALZEM,tx,bexar,SAN ANTONIO,29.502212,-98.35738
SHELBYVILLE SCHOOL,tx,shelby,SHELBYVILLE,31.756926,-94.07861
SHELDON EARLY CHILDHOOD ACADEMY,tx,harris,HOUSTON,29.86384,-95.133851
SHELDON EL,tx,harris,HOUSTON,29.862404,-95.133827
SHELDON JJAEP,tx,harris,HOUSTON,29.68442,-95.416381
SHEPARD EL,tx,collin,PLANO,33.012517,-96.738137
SHEPHERD,tx,san jacinto,SHEPHERD,30.495138,-94.99667
SHEPHERD INT,tx,san jacinto,SHEPHERD,30.493064,-95.002611
SHEPHERD MIDDLE,tx,san jacinto,SHEPHERD,30.495441,-94.997399
SHEPHERD PRI,tx,san jacinto,SHEPHERD,30.499226,-95.00874
SHEPPARD AFB EL,tx,wichita,WICHITA FALLS,33.962781,-98.506134
SHEPTON,tx,collin,PLANO,33.017273,-96.811652
SHERIDAN EL,tx,harris,KATY,29.84737,-95.713126
SHERIDAN EL,tx,colorado,SHERIDAN,29.492971,-96.671782
SHERMAN,tx,grayson,SHERMAN,33.643629,-96.58308
SHERMAN EL,tx,harris,HOUSTON,29.779137,-95.352596
SHERROD EL,tx,tarrant,ARLINGTON,32.781405,-97.10765
SHERWOOD EL,tx,harris,HOUSTON,29.797666,-95.578866
SHIELDS EL,tx,ellis,RED OAK,32.512938,-96.812484
SHIELDS EL,tx,victoria,VICTORIA,28.827183,-96.993863
SHINER,tx,lavaca,SHINER,29.445729,-97.184692
SHINER EL,tx,lavaca,SHINER,29.445729,-97.184692
SHIVE EL,tx,wilbarger,VERNON,34.158403,-99.299847
SHOAL CREEK,tx,travis,AUSTIN,30.30605,-97.748591
SHOREHAVEN EL,tx,dallas,GARLAND,32.918277,-96.622637
SHORELINE ACADEMY,tx,san patricio,TAFT,27.97471,-97.384631
SHORT EL,tx,tarrant,ARLINGTON,32.698776,-97.13991
SHOTWELL MIDDLE,tx,harris,HOUSTON,29.927986,-95.482099
SHRINERS HOSPITALS FOR CHILDREN,tx,harris,HOUSTON,29.705575,-95.405366
SHUGART EL,tx,dallas,GARLAND,32.859352,-96.59267
SIDNEY H POYNTER,tx,tarrant,FORT WORTH,32.60196,-97.327026
SIDNEY LANIER EXPRESSIVE ARTS VA,tx,dallas,DALLAS,32.769008,-96.843562
SIDNEY SCHOOL,tx,comanche,SIDNEY,31.946827,-98.737418
SIEBERT EL,tx,eastland,EASTLAND,32.394221,-98.830775
SIENNA CROSSING EL,tx,fort bend,MISSOURI CITY,29.504652,-95.514569
SIERRA BLANCA SCHOOL,tx,hudspeth,SIERRA BLANCA,31.179578,-105.356346
SIERRA VISTA EL,tx,el paso,EL PASO,31.73524,-106.27244
SIGIFREDO PEREZ EL,tx,webb,LAREDO,27.445051,-99.470514
SIGLER EL,tx,collin,PLANO,33.014275,-96.719783
SILSBEE,tx,hardin,SILSBEE,30.344707,-94.148121
SILVA HEALTH MAGNET,tx,el paso,EL PASO,31.769028,-106.433245
SILVER CREEK EL,tx,parker,AZLE,32.867598,-97.59649
SILVER LAKE EL,tx,tarrant,GRAPEVINE,32.952584,-97.074222
SILVERCREST EL,tx,brazoria,PEARLAND,29.549748,-95.372734
SILVERLAKE EL,tx,brazoria,PEARLAND,29.549851,-95.368456
SILVERTON SCHOOL,tx,briscoe,SILVERTON,34.470689,-101.30843
SIMS EL,tx,travis,AUSTIN,30.279469,-97.686067
SINCLAIR EL,tx,bexar,SAN ANTONIO,29.384844,-98.372816
SINCLAIR EL,tx,harris,HOUSTON,29.794154,-95.428733
SINTON,tx,san patricio,SINTON,28.040674,-97.496647
SINTON EL,tx,san patricio,SINTON,28.033749,-97.501445
SIVELLS BEND EL,tx,cooke,GAINESVILLE,33.8673,-97.224491
SIXTH GRADE ACADEMY,tx,bexar,SAN ANTONIO,29.396399,-98.554462
SKAGGS EL,tx,collin,PLANO,33.094343,-96.75467
SKIDMORE-TYNAN,tx,bee,SKIDMORE,28.25562,-97.687731
SKIDMORE-TYNAN EL,tx,bee,SKIDMORE,28.255284,-97.686599
SKIDMORE-TYNAN J H,tx,bee,SKIDMORE,28.25514,-97.686001
SKINNER EL,tx,cameron,BROWNSVILLE,25.910415,-97.512601
SKIPCHA EL,tx,bell,HARKER HEIGHTS,31.053873,-97.663051
SKY HARBOUR EL,tx,bexar,SAN ANTONIO,29.33613,-98.612951
SKYLINE,tx,dallas,DALLAS,32.779362,-96.689761
SKYVIEW EL,tx,dallas,DALLAS,32.902849,-96.733535
SLACK EL,tx,angelina,LUFKIN,31.307627,-94.695533
SLATON,tx,lubbock,SLATON,33.436311,-101.660289
SLATON DAEP,tx,hale,PLAINVIEW,34.193600000000004,-101.712854
SLATON J H,tx,lubbock,SLATON,33.429678,-101.644302
SLATON MIDDLE,tx,lubbock,LUBBOCK,33.5654,-101.853
SLAUGHTER EL,tx,collin,MCKINNEY,33.201792,-96.648074
SLEEPY HOLLOW EL,tx,randall,AMARILLO,35.17426,-101.934557
SLIDELL SCHOOLS,tx,wise,SLIDELL,33.3597,-97.3913
SLOAN CREEK INT,tx,collin,FAIRVIEW,33.091623,-96.590967
SLOCUM,tx,anderson,ELKHART,31.63181,-95.462461
SLOCUM DAEP INSTRUCTIONAL,tx,anderson,ELKHART,31.63181,-95.462461
SLOCUM PK - 8,tx,anderson,ELKHART,31.63181,-95.462461
SMALL M S,tx,travis,AUSTIN,30.233756,-97.841595
SMITH,tx,dallas,CARROLLTON,32.979363,-96.891554
SMITH ACADEMY,tx,harris,HOUSTON,29.862749,-95.475001
SMITH EL,tx,harris,HOUSTON,29.662879,-95.577951
SMITH EL,tx,nueces,CORPUS CHRISTI,27.693237,-97.347819
SMITH EL,tx,travis,AUSTIN,30.195916,-97.713296
SMITH EL,tx,collin,FRISCO,33.114365,-96.795975
SMITH EL,tx,harris,HOUSTON,29.839079,-95.461948
SMITH EL,tx,fort bend,RICHMOND,29.560415,-95.766965
SMITH EL,tx,lubbock,LUBBOCK,33.513378,-101.932321
SMITH EL,tx,dallas,MESQUITE,32.745163,-96.56939
SMITH EL,tx,willacy,RAYMONDVILLE,26.487863,-97.791925
SMITH EL,tx,bexar,SAN ANTONIO,29.411495,-98.457324
SMITH EL,tx,harris,SPRING,30.070755,-95.38067
SMITH EL,tx,victoria,VICTORIA,28.828856,-96.975733
SMITH MIDDLE,tx,jefferson,BEAUMONT,30.11723,-94.138077
SMITH MIDDLE,tx,harris,CYPRESS,29.935987,-95.721037
SMITH MIDDLE,tx,coryell,FORT HOOD,31.13267,-97.806981
SMITHFIELD EL,tx,tarrant,NORTH RICHLAND HILLS,32.86736,-97.21146
SMITHFIELD MIDDLE,tx,tarrant,NORTH RICHLAND HILL,32.866155,-97.201368
SMITHSON VALLEY,tx,comal,SPRING BRANCH,29.802641,-98.36005
SMITHSON VALLEY MIDDLE,tx,comal,SPRING BRANCH,29.82116,-98.346731
SMITHVILLE,tx,bastrop,SMITHVILLE,29.997995,-97.166184
SMITHVILLE EL,tx,bastrop,SMITHVILLE,30.00978,-97.14898
SMITHVILLE J H,tx,bastrop,SMITHVILLE,30.008727,-97.146818
SMYER,tx,hockley,SMYER,33.590209,-102.164633
SMYER EL,tx,hockley,SMYER,33.590209,-102.164633
SMYLIE WILSON MIDDLE,tx,lubbock,LUBBOCK,33.566653,-101.906589
SNEED EL,tx,harris,HOUSTON,29.724663,-95.544832
SNOOK EL,tx,burleson,SNOOK,30.491015,-96.467614
SNOOK SECONDARY,tx,burleson,SNOOK,30.491015,-96.467614
SNOW HEIGHTS EL,tx,tarrant,NORTH RICHLAND HILLS,32.835472,-97.234177
SNYDER,tx,scurry,SNYDER,32.702533,-100.929153
SNYDER ACADEMY,tx,scurry,HERMLEIGH,32.628049,-100.752485
SNYDER EL,tx,montgomery,SPRING,30.110318,-95.375933
SNYDER INT,tx,scurry,SNYDER,32.705763,-100.932944
SNYDER J H,tx,scurry,SNYDER,32.708731,-100.933445
SNYDER PRI,tx,scurry,SNYDER,32.705763,-100.932944
SO SAN ANTONIO CAREER ED CTR,tx,bexar,SAN ANTONIO,29.348875,-98.548951
SOAR CTR,tx,harris,HOUSTON,29.735458,-95.440815
SOCORRO,tx,el paso,EL PASO,31.658789,-106.293095
SOCORRO MIDDLE,tx,el paso,EL PASO,31.638138,-106.285791
SOLAR PREPARATORY SCHOOL FOR GIR,tx,dallas,DALLAS,32.81637,-96.781671
SOLOMON P ORTIZ INT,tx,nueces,ROBSTOWN,27.79676,-97.66624
SOMERSET,tx,bexar,SOMERSET,29.229111,-98.650833
SOMERSET ACADEMIC ACHIEVEMENT CE,tx,bexar,SOMERSET,29.229007,-98.654306
SOMERSET EARLY CHILDHOOD EL,tx,bexar,SOMERSET,29.223988,-98.655196
SOMERSET EL,tx,bexar,SOMERSET,29.225908,-98.654791
SOMERSET J H,tx,bexar,SOMERSET,29.228246,-98.653659
SOMERVILLE,tx,burleson,SOMERVILLE,30.34197,-96.535068
SOMERVILLE EL,tx,burleson,SOMERVILLE,30.338545,-96.527776
SONNTAG EL,tx,collin,MCKINNEY,33.185851,-96.744569
SONNY & ALLEGRA NANCE EL,tx,tarrant,FORT WORTH,32.916817,-97.373343
SONORA,tx,sutton,SONORA,30.55663,-100.637191
SONORA EL,tx,sutton,SONORA,30.564936,-100.640754
SONORA INT,tx,sutton,SONORA,30.57306,-100.643701
SONORA J H,tx,sutton,SONORA,30.56646,-100.638441
SORTERS MILL EL,tx,montgomery,PORTER,30.110269,-95.268357
SOUDER EL,tx,tarrant,EVERMAN,32.633725,-97.271348
SOUR LAKE EL,tx,hardin,SOUR LAKE,30.131462,-94.402671
SOUTH ATHENS EL,tx,henderson,ATHENS,32.193453,-95.846225
SOUTH BELT EL,tx,harris,HOUSTON,29.582656,-95.248762
SOUTH BELTON MIDDLE,tx,bell,BELTON,31.05628,-97.47898
SOUTH BOSQUE EL,tx,mclennan,WACO,31.488733,-97.249191
SOUTH DAVIS EL,tx,tarrant,ARLINGTON,32.712385,-97.122188
SOUTH EARLY COLLEGE,tx,harris,HOUSTON,29.67506,-95.342201
SOUTH EL,tx,stephens,BRECKENRIDGE,32.751219,-98.913414
SOUTH EL,tx,morris,DAINGERFIELD,33.016952,-94.719666
SOUTH EL,tx,wilson,FLORESVILLE,29.14799,-98.150181
SOUTH EL,tx,dawson,LAMESA,32.720848,-101.97253
SOUTH EL,tx,hockley,LEVELLAND,33.577569,-102.372114
SOUTH EL,tx,midland,MIDLAND,31.987716,-102.075303
SOUTH EULESS EL,tx,tarrant,EULESS,32.828833,-97.081192
SOUTH GEORGIA EL,tx,randall,AMARILLO,35.156084,-101.86939
