school,state,county,city,lat,lon
JESS HARBEN EL,tx,dallas,RICHARDSON,32.939655,-96.705478
JESSE MCGOWEN EL,tx,collin,MCKINNEY,33.159349,-96.673641
JESSIE L JENSEN EL,tx,hidalgo,ALTON,26.289097,-98.280706
JESSUP EL,tx,harris,HOUSTON,29.627962,-95.250988
JEWEL C WIETZEL CENTER,tx,bexar,SAN ANTONIO,29.331689,-98.492802
JILL STONE EL AT VICKERY MEADOW,tx,dallas,DALLAS,32.865486,-96.74975
JIM BARNES MIDDLE,tx,guadalupe,SEGUIN,29.556543,-97.938459
JIM NED,tx,taylor,TUSCOLA,32.213199,-99.797673
JIM NED MIDDLE,tx,taylor,TUSCOLA,32.213199,-99.797673
JIM PLAIN EL,tx,williamson,LEANDER,30.58685,-97.868593
JIMMIE TYLER BRASHEAR EL,tx,dallas,DALLAS,32.71259,-96.857685
JIMMY CARTER EARLY COLLEGE,tx,hidalgo,LA JOYA,26.252832,-98.471121
JJAEP,tx,dallas,RICHARDSON,32.939646,-96.728417
JJAEP,tx,montgomery,CONROE,30.332734,-95.456056
JJAEP,tx,atascosa,LYTLE,29.233379,-98.803375
JJAEP,tx,bexar,SAN ANTONIO,29.43683,-98.4726
JJAEP,tx,el paso,EL PASO,31.72898,-106.364541
JJAEP,tx,webb,BRUNI,27.42788,-98.837186
JJAEP,tx,montgomery,WILLIS,30.391961,-95.478335
JJAEP-SOUTHWEST KEY PROGRAM,tx,hidalgo,EDINBURG,26.288459,-98.156591
JJAEP CAMPUS,tx,harris,HUMBLE,30.00798,-95.262951
JJAEP DISCIPLINARY SCHOOL,tx,harris,HOUSTON,29.68442,-95.416381
JJAEP DISCIPLINARY SCHOOL,tx,harris,LA PORTE,29.65594,-95.014221
JO ANN FORD EL,tx,williamson,GEORGETOWN,30.688487,-97.728865
JO KELLY SP ED,tx,tarrant,FORT WORTH,32.759739,-97.371698
JO NELSON MIDDLE,tx,cameron,SANTA ROSA,26.253898,-97.825398
JOAN LINK EL,tx,harris,HOUSTON,29.95498,-95.463544
JOAQUIN,tx,shelby,JOAQUIN,31.965934,-94.049919
JOAQUIN CIGARROA MIDDLE,tx,webb,LAREDO,27.472609,-99.469676
JOAQUIN EL,tx,shelby,JOAQUIN,31.965888,-94.047892
JOAQUIN J H SCHOOL,tx,shelby,JOAQUIN,31.965934,-94.049919
JOE DALE SPARKS CAMPUS,tx,denton,DENTON,33.212063,-97.112556
JOE F SAEGERT SIXTH GRADE CENTER,tx,guadalupe,SEGUIN,29.569365,-97.967515
JOE HUBENAK EL,tx,fort bend,RICHMOND,29.69115,-95.800031
JOE K BRYANT EL,tx,collin,ANNA,33.377633,-96.565504
JOE LEE JOHNSON EL,tx,travis,AUSTIN,30.456579,-97.681743
JOE M PIRTLE EL,tx,bell,TEMPLE,31.113625,-97.432974
JOE V HART EL,tx,collin,LUCAS,33.091813,-96.58988
JOE WILSON INT,tx,dallas,CEDAR HILL,32.571799,-96.927091
JOE WRIGHT EL,tx,cherokee,JACKSONVILLE,31.973545,-95.286473
JOELLA EXLEY EL,tx,fort bend,KATY,29.735052,-95.749586
JOHANNA ODONNELL INT,tx,el paso,FABENS,31.502274,-106.151464
JOHN & OLIVE HINOJOSA EL,tx,starr,RIO GRANDE CITY,26.383679,-98.770328
JOHN A BAKER,tx,collin,MCKINNEY,33.240749,-96.686902
JOHN A DUBISKI CAREER,tx,dallas,GRAND PRAIRIE,32.700448,-97.023324
JOHN A SIPPEL EL,tx,guadalupe,SCHERTZ,29.614723,-98.239751
JOHN ADAMS MIDDLE,tx,dallas,GRAND PRAIRIE,32.757768,-97.016647
JOHN AND LYNN BRAWNER INT,tx,hood,GRANBURY,32.425512,-97.797792
JOHN AND POLLY TOWNLEY EL,tx,tarrant,EVERMAN,32.603945,-97.282044
JOHN AND SHAMARION BARBER MIDDLE,tx,galveston,DICKINSON,29.469212,-95.02229
JOHN ARREDONDO EL,tx,fort bend,RICHMOND,29.533629,-95.750479
JOHN B ALEXANDER,tx,webb,LAREDO,27.581753,-99.447607
JOHN B CONNALLY,tx,travis,AUSTIN,30.419084,-97.676317
JOHN B HOOD MIDDLE,tx,dallas,DALLAS,32.757923,-96.689789
JOHN C WEBB EL,tx,grimes,NAVASOTA,30.399638,-96.078394
JOHN D SPICER EL,tx,tarrant,HALTOM CITY,32.857609,-97.280058
JOHN DOEDYNS EL,tx,hidalgo,SAN JUAN,26.197816,-98.155377
JOHN DRUGAN SCHOOL,tx,el paso,EL PASO,31.728805,-106.258852
JOHN F KENNEDY,tx,bexar,SAN ANTONIO,29.3959,-98.557176
JOHN F KENNEDY EL,tx,hidalgo,EDINBURG,26.289315,-98.071067
JOHN F KENNEDY EL,tx,hidalgo,PENITAS,26.247925,-98.445235
JOHN F KENNEDY EL,tx,hidalgo,MERCEDES,26.166474,-97.910238
JOHN F KENNEDY LEARNING CENTER,tx,dallas,DALLAS,32.809831,-96.774279
JOHN F PEELER EL,tx,dallas,DALLAS,32.738148,-96.831819
JOHN F WARD EL,tx,harris,HOUSTON,29.582282,-95.136196
JOHN G HARDIN EL,tx,wichita,BURKBURNETT,34.093774,-98.568177
JOHN G TOWER EL,tx,wichita,WICHITA FALLS,33.979812,-98.529017
JOHN GLENN EL,tx,bexar,SAN ANTONIO,29.351216,-98.294103
JOHN H KIRBY EL,tx,hardin,SILSBEE,30.360575,-94.175564
JOHN H REAGAN EL,tx,dallas,DALLAS,32.74681,-96.830999
JOHN H SHARY EL,tx,hidalgo,MISSION,26.227299,-98.290028
JOHN H WOOD JR CHARTER SCHOOL AT,tx,bexar,SAN ANTONIO,29.607003,-98.482771
JOHN H WOOD JR CHARTER SCHOOL AT,tx,hays,SAN MARCOS,29.89949,-97.928481
JOHN H WOOD JR CS GRANBURY,tx,hood,GRANBURY,32.44746,-97.802551
JOHN H WOOD JR CS HAYS CO JUVENI,tx,hays,SAN MARCOS,29.832063,-97.945788
JOHN IRELAND EL,tx,dallas,DALLAS,32.739266,-96.700756
JOHN J CIAVARRA EL,tx,medina,DEVINE,29.148849,-98.914411
JOHN J PERSHING EL,tx,dallas,DALLAS,32.887253,-96.809765
JOHN LESLIE PATTON JR ACADEMIC C,tx,dallas,DALLAS,32.70419,-96.824481
JOHN M TIDWELL MIDDLE,tx,tarrant,ROANOKE,32.98069,-97.277401
JOHN MCKEEVER EL,tx,hidalgo,ALAMO,26.179442,-98.118757
JOHN NEELY BRYAN EL,tx,dallas,DALLAS,32.711129,-96.794861
JOHN P OJEDA J H,tx,travis,AUSTIN,30.190438,-97.71231
JOHN Q ADAMS EL,tx,dallas,DALLAS,32.734817,-96.67982
JOHN R ROACH,tx,collin,BLUE RIDGE,33.309,-96.4055
JOHN T WHITE EL,tx,tarrant,FORT WORTH,32.76487,-97.198031
JOHN TYLER,tx,smith,TYLER,32.364123,-95.345536
JOHN W AND MARGIE STIPES EL,tx,dallas,IRVING,32.798434,-96.989883
JOHN W ARMSTRONG EL,tx,dallas,SACHSE,32.966758,-96.600195
JOHN W ARNDT EL,tx,webb,LAREDO,27.448485,-99.481626
JOHN W CARPENTER EL,tx,dallas,DALLAS,32.695226,-96.853163
JOHN W RUNYON EL,tx,dallas,DALLAS,32.740947,-96.640862
JOHN WINSHIP EL,tx,harris,SPRING,30.069802,-95.401741
JOHNNY N ALLEN-6TH GRADE CAMPUS,tx,potter,AMARILLO,35.219597,-101.827957
JOHNS EL,tx,tarrant,ARLINGTON,32.714633,-97.073032
JOHNSON,tx,bexar,SAN ANTONIO,29.65601,-98.435461
JOHNSON COUNTY J J A E P,tx,johnson,CLEBURNE,32.37269,-97.387601
JOHNSON COUNTY JJAEP,tx,johnson,BURLESON,32.525897,-97.344454
JOHNSON EL,tx,harris,HOUSTON,29.907009,-95.304175
JOHNSON EL,tx,brazos,BRYAN,30.648385,-96.326335
JOHNSON EL,tx,el paso,EL PASO,31.820585,-106.524075
JOHNSON EL,tx,kaufman,FORNEY,32.741033,-96.476752
JOHNSON RANCH EL,tx,comal,BULVERDE,29.761239,-98.462263
JOHNSTON-MCQUEEN EL,tx,gregg,LONGVIEW,32.593254,-94.740332
JOHNSTON EL,tx,taylor,ABILENE,32.46428,-99.768111
JOHNSTON EL,tx,dallas,IRVING,32.843033,-96.984033
JOHNSTON MIDDLE,tx,harris,HOUSTON,29.668741,-95.47471
JOLLYVILLE EL,tx,travis,AUSTIN,30.444326,-97.750722
JONES EC/PRE-K/KG CENTER,tx,harris,HUMBLE,30.01311,-95.305191
JONES EL,tx,harris,HUMBLE,30.012079,-95.307553
JONES EL,tx,nueces,CORPUS CHRISTI,27.672562,-97.404219
JONES EL,tx,midland,MIDLAND,31.9828,-102.143866
JONES EL,tx,smith,TYLER,32.34449,-95.338311
JONES ELEMENTARY/INTERMEDIATE SC,tx,kinney,BRACKETTVILLE,29.315452,-100.412981
JONES FINE ARTS / DUAL LANGUAGE,tx,tarrant,ARLINGTON,32.76439,-97.108041
JONES FUTURES ACADEMY,tx,harris,HOUSTON,29.674913,-95.340865
JONES MIDDLE,tx,bexar,SAN ANTONIO,29.422331,-98.623038
JONESBORO SCHOOL,tx,hamilton,JONESBORO,31.616897,-97.885239
JORDAN,tx,harris,HOUSTON,29.811966,-95.332413
JORDAN EL,tx,travis,AUSTIN,30.301161,-97.646833
JORDAN MIDDLE,tx,bexar,SAN ANTONIO,29.457583,-98.667272
JORGE R GUTIERREZ EARLY CHILDHOO,tx,hidalgo,EDCOUCH,26.293988,-97.952603
JOSE ANTONIO NAVARRO EL,tx,navarro,CORSICANA,32.068798,-96.500309
JOSE BERNABE MUNOZ EL,tx,hidalgo,LA VILLA,26.296408,-97.924664
JOSE BORREGO MIDDLE,tx,hidalgo,MONTE ALTO,26.372683,-97.978067
JOSE DE ESCANDON EL,tx,hidalgo,MISSION,26.217361,-98.360416
JOSE DE JESUS AND MARIA LUISA VE,tx,collin,MCKINNEY,33.224543,-96.647787
JOSE H DAMIAN EL,tx,el paso,CANUTILLO,31.884613,-106.60421
JOSE J ALDERETE MIDDLE,tx,el paso,CANUTILLO,31.910088,-106.59308
JOSEFA L SAMBRANO EL,tx,el paso,SAN ELIZARIO,31.567629,-106.243671
JOSEPH GILBERT EL,tx,travis,AUSTIN,30.25949,-97.591371
JOSEPH J RHOADS LEARNING CENTER,tx,dallas,DALLAS,32.763587,-96.748476
JOSHUA,tx,johnson,JOSHUA,32.450188,-97.381962
JOSHUA H S NINTH GRADE CAMPUS,tx,johnson,JOSHUA,32.44779,-97.382711
JOSLIN EL,tx,travis,AUSTIN,30.227976,-97.790413
JOURDANTON,tx,atascosa,JOURDANTON,28.90855,-98.53974
JOURDANTON DAEP,tx,atascosa,JOURDANTON,28.92075,-98.546631
JOURDANTON EL,tx,atascosa,JOURDANTON,28.90855,-98.53974
JOURDANTON J H,tx,atascosa,JOURDANTON,28.90855,-98.53974
JOWELL EL,tx,harris,KATY,29.867399,-95.706034
JOY JAMES EL,tx,tarrant,FORT WORTH,32.80342,-97.39913
JP DABBS ELEMENTARY,tx,harris,DEER PARK,29.668362,-95.120506
JT BRACKENRIDGE DAEP,tx,bexar,SAN ANTONIO,29.41828,-98.513449
JUAN DE DIOS SALINAS MIDDLE,tx,hidalgo,MISSION,26.291237,-98.360657
JUAN N SEGUIN EL,tx,dallas,GRAND PRAIRIE,32.725378,-96.999347
JUAN SEGUIN EARLY CHILDHOOD CENT,tx,fort bend,RICHMOND,29.586137,-95.770139
JUAN SEGUIN EL,tx,fort bend,RICHMOND,29.69323,-95.716461
JUAN SEGUIN EL,tx,hidalgo,MISSION,26.330453,-98.391282
JUAREZ-LINCOLN,tx,hidalgo,MISSION,26.328461,-98.39881
JUAREZ/LINCOLN EL,tx,webb,RIO BRAVO,27.36182,-99.48036
JUDGE BAREFOOT SANDERS LAW MAGNE,tx,dallas,DALLAS,32.752255,-96.806882
JUDGE JAMES C ADOLPHUS EL,tx,fort bend,RICHMOND,29.662555,-95.748556
JUDGE OSCAR DE LA FUENTE EL,tx,cameron,SAN BENITO,26.115551,-97.646494
JUDITH ZAFFIRINI EL,tx,webb,LAREDO,27.49632,-99.434866
JUDSON,tx,bexar,CONVERSE,29.509676,-98.306675
JUDSON EARLY COLLEGE ACADEMY,tx,bexar,LIVE OAK,29.551414,-98.327967
JUDSON EVENING,tx,bexar,CONVERSE,29.51042,-98.309067
JUDSON LEARNING ACAD,tx,bexar,SAN ANTONIO,29.59395,-98.354704
JUDSON MIDDLE,tx,bexar,CONVERSE,29.51238,-98.299521
JUDSON MIDDLE,tx,gregg,LONGVIEW,32.58534,-94.753731
JUDY HAJEK EL,tx,tarrant,BURLESON,32.56617,-97.335201
JUDY MILLER EL,tx,tarrant,MANSFIELD,32.57033,-97.064951
JUDY RUCKER EL,tx,collin,PROSPER,33.231702,-96.794899
JULIA BIRD JONES MULLER EL,tx,webb,LAREDO,27.624475,-99.53108
JULIAN C GALLARDO EL,tx,bexar,SAN ANTONIO,29.303031,-98.476316
JULIAN S ADAME,tx,hidalgo,DONNA,26.204476,-98.038474
JULIAN T SALDIVAR EL,tx,dallas,DALLAS,32.864852,-96.873223
JULIUS DORSEY EL,tx,dallas,DALLAS,32.713077,-96.657423
JULIUS L MATTHEY MIDDLE,tx,bexar,SAN ANTONIO,29.211395,-98.449323
JUNCTION,tx,kimble,JUNCTION,30.487931,-99.778789
JUNCTION EL,tx,kimble,JUNCTION,30.487931,-99.778789
JUNCTION MIDDLE,tx,kimble,JUNCTION,30.487931,-99.778789
JUSTIN EL,tx,denton,JUSTIN,33.080706,-97.308028
JUSTIN F KIMBALL,tx,dallas,DALLAS,32.699659,-96.877796
JUSTISS EL,tx,lamar,PARIS,33.665004,-95.575747
JUVENILE DETENT CTR,tx,fort bend,RICHMOND,29.57253,-95.74989
JUVENILE DETENT CTR,tx,gregg,LONGVIEW,32.501225,-94.734672
JUVENILE DETENT CTR,tx,angelina,LUFKIN,31.3726,-94.718633
JUVENILE DETENT CTR,tx,bexar,SAN ANTONIO,29.393877,-98.490999
JUVENILE DETENTION CENTER,tx,taylor,ABILENE,32.418457,-99.733279
JUVENILE DETENTION CENTER,tx,val verde,DEL RIO,29.361318,-100.902542
JUVENILE DETENTION CENTER,tx,guadalupe,SEGUIN,29.60249,-97.969546
JUVENILE DETENTION CTR,tx,montgomery,CONROE,30.333977,-95.45181
JUVENILE DETENTION CTR,tx,hidalgo,EDINBURG,26.305974,-98.128952
JUVENILE DETENTION CTR,tx,san patricio,SINTON,28.027634,-97.511755
JUVENILE JUSTICE AEP,tx,dallas,DALLAS,32.771511,-96.868941
JUVENILE JUSTICE ALTERNATIVE,tx,johnson,CLEBURNE,32.37308,-97.386841
JUVENILE JUSTICE ALTERNATIVE ED,tx,tarrant,FORT WORTH,32.730036,-97.390522
JUVENILE JUSTICE ALTERNATIVE ED,tx,johnson,VENUS,32.426466,-97.099482
JUVENILE JUSTICE ALTERNATIVE EDU,tx,montgomery,CONROE,30.333977,-95.45181
JUVENILLE JUSTICE ALTERNATIVE PR,tx,webb,LAREDO,27.538302,-99.474182
K B POLK CENTER FOR ACADEMICALLY,tx,dallas,DALLAS,32.842939,-96.831541
K C J D C,tx,kerr,KERRVILLE,30.018215,-99.112289
KAFFIE MIDDLE,tx,nueces,CORPUS CHRISTI,27.668698,-97.381526
KAHLA MIDDLE,tx,harris,HOUSTON,29.866044,-95.660824
KAISER EL,tx,harris,HOUSTON,29.971298,-95.493289
KALLISON RANCH 2 EL,tx,bexar,SAN ANTONIO,29.49061,-98.601631
KANDY STRIPE ACADEMY,tx,harris,HOUSTON,29.66613,-95.353681
KAREN WAGNER,tx,bexar,SAN ANTONIO,29.457379,-98.357841
KARNACK,tx,harrison,KARNACK,32.667811,-94.17257
KARNES CITY,tx,karnes,KARNES CITY,28.88788,-97.892055
KARNES CITY J H,tx,karnes,KARNES CITY,28.888518,-97.89163
KARNES CITY J J A E P,tx,wilson,FLORESVILLE,29.152998,-98.156784
KARNES CITY PRI,tx,karnes,KARNES CITY,28.887857,-97.89971
KARNES COUNTY ACADEMY,tx,karnes,KENEDY,28.82996,-97.84628
KASE ACADEMY,tx,harris,HOUSTON,29.86384,-95.133851
KASHMERE,tx,harris,HOUSTON,29.822509,-95.31509
KASHMERE GARDENS EL,tx,harris,HOUSTON,29.804506,-95.317949
KATHERINE ANNE PORTER SCHOOL,tx,hays,WIMBERLEY,30.002943,-98.106904
KATHERINE STEPHENS EL,tx,dallas,ROWLETT,32.895997,-96.560187
KATHLYN JOY GILLIAM COLLEGIATE A,tx,dallas,DALLAS,32.65968,-96.791161
KATHRYN GRIFFIS EL,tx,hunt,CADDO MILLS,33.046804,-96.238605
KATHRYN WOLFE CRISWELL EL,tx,kaufman,FORNEY,32.76529,-96.459082
KATHY CARAWAY EL,tx,travis,AUSTIN,30.419875,-97.769418
KATY,tx,fort bend,KATY,29.78303,-95.833011
KATY EL,tx,harris,KATY,29.79129,-95.822653
KATY J H,tx,harris,KATY,29.803687,-95.809993
KAUFER,tx,kleberg,RIVIERA,27.297364,-97.810176
KAUFFMAN LEADERSHIP ACADEMY,tx,johnson,CLEBURNE,32.363073,-97.390202
KAUFMAN,tx,kaufman,KAUFMAN,32.56571,-96.312653
KAUFMAN EL,tx,montgomery,SPRING,30.143382,-95.397698
KAY GRANGER EL,tx,tarrant,KELLER,32.957915,-97.290244
KAZEN EL,tx,webb,LAREDO,27.588951,-99.51544
KCISD - AEP,tx,wilson,FLORESVILLE,29.152998,-98.156784
KCISD - DAEP,tx,wilson,FLORESVILLE,29.152998,-98.156784
KEALING M S,tx,travis,AUSTIN,30.27111,-97.721557
KEEBLE EC/PRE-K CENTER,tx,harris,HOUSTON,29.888758,-95.396697
KEEFER CROSSING MIDDLE,tx,montgomery,NEW CANEY,30.154403,-95.22085
KEELEY EL,tx,dallas,ROWLETT,32.93557,-96.535485
KEENE,tx,johnson,KEENE,32.391655,-97.318027
KEENE EL,tx,johnson,KEENE,32.3887,-97.320635
KEENE J H,tx,johnson,KEENE,32.391708,-97.318535
KEENE JJAEP,tx,johnson,KEENE,32.393863,-97.310429
KEIKO DAVIDSON EL,tx,fort bend,KATY,29.726869,-95.83662
KEITH EL,tx,harris,CYPRESS,30.008061,-95.745381
KELLER,tx,tarrant,KELLER,32.939775,-97.23284
KELLER-HARVEL EL,tx,tarrant,KELLER,32.943043,-97.250003
KELLER EARLY LEARNING CENTER - N,tx,tarrant,KELLER,32.924882,-97.307134
KELLER EARLY LEARNING CENTER - S,tx,tarrant,KELLER,32.93362,-97.247941
KELLER EL,tx,cameron,BROWNSVILLE,25.954592,-97.540564
KELLER MIDDLE,tx,tarrant,KELLER,32.939018,-97.248122
KELLER MIDDLE,tx,harris,PASADENA,29.68727,-95.167331
KELLEY EL,tx,mitchell,COLORADO CITY,32.401684,-100.865137
KELLEY EL,tx,yoakum,DENVER CITY,32.969842,-102.823512
KELLY-PHARR EL,tx,hidalgo,PHARR,26.185929,-98.178968
KELLY EL,tx,hidalgo,PHARR,26.117097,-98.193816
KELLY LANE MIDDLE,tx,travis,PFLUGERVILLE,30.463267,-97.585503
KELSO EL,tx,harris,HOUSTON,29.682035,-95.333913
KELTON SCHOOL,tx,wheeler,WHEELER,35.400946,-100.11151
KEMP,tx,kaufman,KEMP,32.428717,-96.228318
KEMP-CARVER EL,tx,brazos,BRYAN,30.684896,-96.389246
KEMP ALTERNATIVE,tx,kaufman,KEMP,32.436438,-96.228283
KEMP INT,tx,kaufman,KEMP,32.436242,-96.228672
KEMP J H,tx,kaufman,KEMP,32.43343,-96.231253
KEMP PRI,tx,kaufman,KEMP,32.446476,-96.228042
KEMPNER,tx,fort bend,SUGAR LAND,29.642796,-95.644696
KENDALL EL,tx,kendall,BOERNE,29.762307,-98.702965
KENDRICK EL,tx,mclennan,WACO,31.514183,-97.149361
KENEDY,tx,karnes,KENEDY,28.82996,-97.84628
KENEDY DAEP,tx,wilson,FLORESVILLE,29.152998,-98.156784
KENEDY ELEMENTARY SCHOOL,tx,karnes,KENEDY,28.82996,-97.84628
KENEDY JJAEP,tx,wilson,FLORESVILLE,29.152998,-98.156784
KENEDY MIDDLE,tx,karnes,KENEDY,28.82996,-97.84628
KENNARD,tx,houston,KENNARD,31.361512,-95.180123
KENNARD EL,tx,houston,KENNARD,31.361512,-95.180123
KENNEDALE,tx,tarrant,KENNEDALE,32.652528,-97.19877
KENNEDALE ALTER ED PROG,tx,tarrant,KENNEDALE,32.64614,-97.221151
KENNEDALE J H,tx,tarrant,KENNEDALE,32.656743,-97.22416
KENNEDY-CURRY MIDDLE,tx,dallas,DALLAS,32.66175,-96.7575
KENNEDY-POWELL EL,tx,bell,TEMPLE,31.119134,-97.376904
KENNEDY EL,tx,harris,HOUSTON,29.671867,-95.602161
KENNEDY EL,tx,maverick,EAGLE PASS,28.725174,-100.496975
KENNEDY EL,tx,hidalgo,ELSA,26.30025,-97.999581
KENNEDY EL,tx,harris,HOUSTON,29.827542,-95.396713
KENNEDY EL,tx,kaufman,TERRELL,32.721111,-96.283986
KENNEDY EL,tx,nueces,CORPUS CHRISTI,27.75512,-97.440701
KENNEDY MIDDLE,tx,hidalgo,PHARR,26.167407,-98.196303
KENNEDY ZAPATA EL,tx,webb,LAREDO,27.329644,-99.493885
KENNETH DAVIS EL,tx,tarrant,ARLINGTON,32.632807,-97.123513
KENNETH E LITTLE EL,tx,galveston,BACLIFF,29.509869,-94.99149
KENT EL,tx,denton,CARROLLTON,32.999456,-96.921438
KENTWOOD EL,tx,howard,BIG SPRING,32.230737,-101.437732
KERENS SCHOOL,tx,navarro,KERENS,32.123257,-96.226106
KERMIT,tx,winkler,KERMIT,31.856044,-103.082649
KERMIT EL,tx,winkler,KERMIT,31.86213,-103.083146
KERMIT J H,tx,winkler,KERMIT,31.854906,-103.081954
KERR,tx,harris,HOUSTON,29.691573000000002,-95.635351
KERR EL,tx,collin,ALLEN,33.118775,-96.701905
KERRVILLE DISCIPLINARY ALTERNATI,tx,kerr,KERRVILLE,30.046706,-99.131867
KETELSEN EL,tx,harris,HOUSTON,29.780523,-95.361943
KEY EL,tx,tarrant,ARLINGTON,32.687154,-97.151039
KEY MIDDLE,tx,harris,HOUSTON,29.812042,-95.330251
KEYES EL,tx,dallas,IRVING,32.830041,-96.945364
KEYS,tx,tarrant,EULESS,32.821964,-97.134664
KEYS ACAD,tx,cameron,HARLINGEN,26.221095,-97.690715
KEYS ACAD,tx,el paso,EL PASO,31.70593,-106.273531
KEYS EL,tx,el paso,EL PASO,31.652909,-106.29221
KI CHARTER ACADEMY,tx,hays,SAN MARCOS,29.89949,-97.928481
KIDWELL EL,tx,wichita,IOWA PARK,33.962762,-98.680594
KIKER EL,tx,travis,AUSTIN,30.191536,-97.881246
KILGORE,tx,gregg,KILGORE,32.393353,-94.873228
KILGORE INT,tx,rusk,KILGORE,32.369652,-94.860777
KILGORE MIDDLE,tx,rusk,KILGORE,32.357691,-94.862422
KILGORE PRI,tx,rusk,KILGORE,32.357655,-94.865721
KILLEEN,tx,bell,KILLEEN,31.112203,-97.697753
KILLEEN CHARTER ACADEMY,tx,bell,KILLEEN,31.11394,-97.698291
KILLEEN ISD CAREER CENTER,tx,bell,KILLEEN,31.053848,-97.748625
KILLEEN ISD EARLY COLLEGE,tx,bell,KILLEEN,31.113392,-97.761946
KILLEEN JJAEP,tx,bell,KILLEEN,31.114345,-97.675251
KILLIAN MIDDLE SCHOOL,tx,denton,LEWISVILLE,33.047701000000004,-96.907353
KILLOUGH MIDDLE,tx,harris,HOUSTON,29.69471,-95.616142
KIMBALL EL,tx,dallas,MESQUITE,32.817263,-96.622046
KIMBERLIN ACAD FOR EXCEL,tx,dallas,GARLAND,32.898697,-96.625574
KIMBROUGH MIDDLE,tx,dallas,MESQUITE,32.818358,-96.614262
KIMMIE M BROWN EL,tx,liberty,DAYTON,30.031102,-94.87938
KINDER RANCH EL,tx,bexar,SAN ANTONIO,29.724142,-98.455024
KINDRED EL,tx,bexar,SAN ANTONIO,29.349451,-98.551398
KING,tx,nueces,CORPUS CHRISTI,27.718759,-97.370808
KING EARLY CHILDHOOD CTR,tx,harris,HOUSTON,29.61414,-95.435848
KINGS MANOR EL,tx,montgomery,KINGWOOD,30.058158,-95.243456
KINGSBOROUGH MIDDLE,tx,bexar,SAN ANTONIO,29.333748,-98.49524
KINGSWAY LEADERSHIP ACADEMY,tx,kleberg,KINGSVILLE,27.4996,-97.844951
KINGWOOD,tx,harris,KINGWOOD,30.045404,-95.1956
KINGWOOD MIDDLE,tx,harris,KINGWOOD,30.05548,-95.210881
KINGWOOD PARK,tx,harris,KINGWOOD,30.072554,-95.212994
KINKEADE EARLY CHILDHOOD,tx,dallas,IRVING,32.806619,-96.974841
KIPP 3D ACADEMY,tx,harris,HOUSTON,29.844806,-95.369334
KIPP 3RD WARD SCHOOL,tx,harris,HOUSTON,29.70204,-95.335511
KIPP ACADEMY MIDDLE,tx,harris,HOUSTON,29.66936,-95.566261
KIPP ACADEMY WEST MIDDLE,tx,fort bend,HOUSTON,29.68593,-95.646571
KIPP ASPIRE ACADEMY,tx,bexar,SAN ANTONIO,29.450213,-98.512151
KIPP AUSTIN ACADEMY OF ARTS & LE,tx,travis,AUSTIN,30.27665,-97.637881
KIPP AUSTIN BEACON PREP,tx,travis,AUSTIN,30.20391,-97.758851
KIPP AUSTIN COLLEGE PREP,tx,travis,AUSTIN,30.272151,-97.63667
KIPP AUSTIN COLLEGIATE,tx,travis,AUSTIN,30.272083,-97.636705
KIPP AUSTIN COMUNIDAD,tx,travis,AUSTIN,30.27665,-97.637881
KIPP AUSTIN CONNECTIONS EL,tx,travis,AUSTIN,30.27665,-97.637881
KIPP AUSTIN LEADERSHIP EL,tx,travis,AUSTIN,30.204558,-97.758517
KIPP AUSTIN OBRAS,tx,travis,AUSTIN,30.204558,-97.758517
KIPP AUSTIN VISTA MIDDLE SCHOOLS,tx,travis,AUSTIN,30.20391,-97.758851
KIPP CAMINO ACADEMY,tx,bexar,SAN ANTONIO,29.43159,-98.547021
KIPP CONNECT PRI,tx,harris,HOUSTON,29.70577,-95.502341
KIPP DESTINY EL,tx,dallas,DALLAS,32.66351,-96.879291
KIPP DREAM PREP,tx,harris,HOUSTON,29.844806,-95.369334
KIPP ESPERANZA DUAL LANGUAGE ACA,tx,bexar,SAN ANTONIO,29.46428,-98.478211
KIPP EXPLORE ACADEMY,tx,harris,HOUSTON,29.72608,-95.322621
KIPP GENERATIONS COLLEGIATE,tx,harris,HOUSTON,29.842815,-95.370331
KIPP GULFTON MIDDLE,tx,harris,HOUSTON,29.70577,-95.502341
KIPP HOUSTON,tx,harris,HOUSTON,29.66936,-95.566261
KIPP INTREPID PREPARATORY SCHOOL,tx,harris,HOUSTON,29.72666,-95.322771
KIPP LEGACY PREPARATORY SCHOOL,tx,harris,HOUSTON,29.8515,-95.260751
KIPP LIBERATION COLLEGE PREP,tx,harris,HOUSTON,29.70204,-95.335511
KIPP NORTH FOREST LOWER GIRLS SC,tx,harris,HOUSTON,29.85151,-95.260831
KIPP NORTH FOREST LOWER SCHOOL,tx,harris,HOUSTON,29.851894,-95.260789
KIPP NORTHEAST COLLEGE PREPARATO,tx,harris,HOUSTON,29.851683,-95.262342
KIPP PODER ACADEMY,tx,bexar,SAN ANTONIO,29.476589,-98.496739
KIPP POLARIS ACADEMY FOR BOYS,tx,harris,HOUSTON,29.851412,-95.262335
KIPP SHARP COLLEGE PREP,tx,harris,HOUSTON,29.72501,-95.512821
KIPP SHARPSTOWN COLLEGE PREPARAT,tx,harris,HOUSTON,29.72285,-95.512761
KIPP SHINE PREP,tx,harris,HOUSTON,29.67039,-95.565416
